taxonomic lineage,TR2-64-1 (30331),WC-10-1 (22682),TR1-62-2 (47709),TR2-44-2 (44496),WC-30-2 (48512),TR1-52-2 (51427),TR1-42-2 (37339),TR2-24-2 (37425),WC-50-2 (50936),WC-40-2 (41928),WC-35-2 (44988),TR1-32-2 (68201),WC-20-2 (36081),TR2-34-2 (61197),Mel1-3 (48173),Mel1M-2 (46167),Mel2S-3 (41184),Mel3S-1 (59205),Ritt1-3 (33353),Ritt3-3 (32867),Ritt3M-3 (42448)
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Hyphomicrobiaceae;genus.Hyphomicrobium;NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;genus.Gemmata;NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;NA;NA,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.Babeliaceae;NA;NA,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Devosiaceae;genus.Devosia;NA,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Saccharimonadia;order.Saccharimonadales;NA;NA;NA,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.vadinHA49;NA;NA;NA;NA,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Vampirivibrionia;order.Obscuribacterales;family.Obscuribacteraceae;NA;NA,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Paenibacillales;family.Paenibacillaceae;genus.Paenibacillus;species.aestuarii,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Elsterales;NA;NA;NA,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.JG30a-KF-32;NA,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.Babeliaceae;NA;NA,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.B12-WMSP1;NA;NA;NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Pseudomonadales;family.Moraxellaceae;genus.Psychrobacter;NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.WPS-2;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;genus.Gemmatimonas;NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.1921-2;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Rhodovarius;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
super kingdom.Bacteria;phylum.Firmicutes;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Chlamydiae;order.Chlamydiales;family.Parachlamydiaceae;genus.Candidatus_Protochlamydia;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.45597;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Tepidisphaerales;family.WD2101_soil_group;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.RCP2-54;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Intrasporangiaceae;NA;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Parcubacteria;order.GW2011-GWA2-46-7;NA;NA;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;order.Thermoflexales;family.Thermoflexaceae;genus.Thermoflexus;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Nitrosomonadaceae;genus.mle1-7;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;NA;NA;NA;NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.1921-2;NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Xanthomonadales;family.Rhodanobacteraceae;genus.Mizugakiibacter;NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.Blastocatellales;family.Blastocatellaceae;NA;NA,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;NA;NA;NA;NA;NA,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Pirellulales;family.Pirellulaceae;NA;NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Parcubacteria;NA;NA;NA;NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rickettsiales;family.SM2D12;NA;NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Actinomycetales;family.Actinomycetaceae;genus.Actinomyces;NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.TK10;NA;NA;NA;NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;genus.Brevundimonas;NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;NA;NA;NA;NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Bryobacterales;family.Bryobacteraceae;genus.Bryobacter;NA,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Rhodoplanes;NA,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Cytophagales;family.Hymenobacteraceae;genus.Hymenobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Procabacteriaceae;genus.Procabacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Solibacterales;family.Solibacteraceae;genus.Candidatus_Solibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.Babeliaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Kineosporiales;family.Kineosporiaceae;genus.Angustibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Phycisphaerales;family.Phycisphaeraceae;NA;NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;NA;NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;family.Gaiellaceae;genus.Gaiella;NA,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.Thermomicrobiaceae;genus.Nitrolancea;NA,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiales_Incertae_Sedis;genus.Phreatobacter;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Deinococcales;family.Deinococcaceae;genus.Deinococcus;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Pseudonocardiales;family.Pseudonocardiaceae;genus.Pseudonocardia;NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Micrococcaceae;genus.Pseudarthrobacter;NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;genus.Phenylobacterium;NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Alicyclobacillales;family.Alicyclobacillaceae;genus.Alicyclobacillus;NA,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Thermoplasmatota;class.Thermoplasmata;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;NA;NA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Frankiales;family.Acidothermaceae;genus.Acidothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;genus.Gemmatimonas;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Bradyrhizobium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;genus.P3OB-42;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Hyphomicrobiaceae;genus.Pedomicrobium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;genus.P3OB-42;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.mle1-27;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Phycisphaerales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Leptolyngbyales;family.Leptolyngbyaceae;genus.Phormidium_SAG_37.90;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Verrucomicrobiae;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Chloroflexi;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;genus.Porphyrobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Tepidisphaerales;family.WD2101_soil_group;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;genus.Sphingomonas;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Myxococcota;class.Myxococcia;order.Myxococcales;family.Myxococcaceae;genus.P3OB-42;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiaceae;genus.Aminobacter;NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
